"","Recording_ID","Genus","Specific_epithet","Subspecies","English_name","Recordist","Country","Locality","Latitude","Longitude","Vocalization_type","Audio_file","License","Url","Quality","Time","Date"
"2384","414561","Parus","major","","Great Tit","david m","United Kingdom","Ryedale District (near  West Lutton), North Yorkshire, England","54.1246","-0.5687","call","//www.xeno-canto.org/414561/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/414561","C","06:32","2018-03-05"
"2385","414560","Parus","major","","Great Tit","david m","United Kingdom","Ryedale District (near  West Lutton), North Yorkshire, England","54.1246","-0.5687","call","//www.xeno-canto.org/414560/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/414560","C","06:30","2018-03-05"
"2386","414559","Parus","major","","Great Tit","david m","United Kingdom","Ryedale District (near  West Lutton), North Yorkshire, England","54.1246","-0.5687","call","//www.xeno-canto.org/414559/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/414559","C","06:29","2018-03-05"
"2387","413098","Parus","major","","Great Tit","Hugh Wylam","United Kingdom","Wealden District (near  Old Heathfield), East Sussex, England","50.9626","0.2748","call, song","//www.xeno-canto.org/413098/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/413098","C","12:30","2018-04-22"
"2388","411654","Parus","major","","Great Tit","Uku Paal","Estonia","Vorbuse, Tartu linn, Tartu maakond","58.4208","26.6124","call","//www.xeno-canto.org/411654/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/411654","C","17:30","2018-04-05"
"2389","411462","Parus","major","","Great Tit","Steven Van Garsse","Belgium","Le Jardin de l'Iris (near  Saint-Josse-ten-Noode), Bruxelles","50.8551","4.3635","song","//www.xeno-canto.org/411462/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/411462","C","14:30","2018-04-14"
"2390","411408","Parus","major","","Great Tit","Kucherenko Volodymyr","Ukraine","Simferopol","44.9406","34.1329","song","//www.xeno-canto.org/411408/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/411408","C","09:00","2018-04-19"
"2391","410537","Parus","major","","Great Tit","david m","United Kingdom","Ryedale District (near  Helperthorpe), North Yorkshire, England","54.1216","-0.5421","call","//www.xeno-canto.org/410537/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/410537","C","06:04","2018-03-04"
"2392","410535","Parus","major","","Great Tit","david m","United Kingdom","Ryedale District (near  Helperthorpe), North Yorkshire, England","54.1216","-0.5421","song","//www.xeno-canto.org/410535/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/410535","C","05:57","2018-03-04"
"2393","410227","Parus","major","","Great Tit","david m","United Kingdom","Ryedale District (near  Helperthorpe), North Yorkshire, England","54.1216","-0.5421","call","//www.xeno-canto.org/410227/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/410227","C","05:55","2018-03-04"
"2394","410226","Parus","major","","Great Tit","david m","United Kingdom","Ryedale District (near  Helperthorpe), North Yorkshire, England","54.1216","-0.5421","call","//www.xeno-canto.org/410226/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/410226","C","05:48","2018-03-04"
"2395","410225","Parus","major","","Great Tit","david m","United Kingdom","Ryedale District (near  Helperthorpe), North Yorkshire, England","54.1216","-0.5421","call","//www.xeno-canto.org/410225/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/410225","C","05:39","2018-03-04"
"2396","410133","Parus","major","","Great Tit","david m","United Kingdom","Ryedale District (near  Helperthorpe), North Yorkshire, England","54.1216","-0.5421","call","//www.xeno-canto.org/410133/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/410133","C","06:04","2018-03-03"
"2397","410132","Parus","major","","Great Tit","david m","United Kingdom","Ryedale District (near  Helperthorpe), North Yorkshire, England","54.1216","-0.5421","call","//www.xeno-canto.org/410132/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/410132","C","06:03","2018-03-03"
"2398","410131","Parus","major","","Great Tit","david m","United Kingdom","Ryedale District (near  Helperthorpe), North Yorkshire, England","54.1216","-0.5421","call","//www.xeno-canto.org/410131/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/410131","C","05:57","2018-03-03"
"2399","410129","Parus","major","","Great Tit","david m","United Kingdom","Ryedale District (near  Helperthorpe), North Yorkshire, England","54.1216","-0.5421","call","//www.xeno-canto.org/410129/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/410129","C","05:54","2018-03-03"
"2400","410128","Parus","major","","Great Tit","david m","United Kingdom","Ryedale District (near  Helperthorpe), North Yorkshire, England","54.1216","-0.5421","call","//www.xeno-canto.org/410128/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/410128","C","05:51","2018-03-03"
"2401","410127","Parus","major","","Great Tit","david m","United Kingdom","Ryedale District (near  Helperthorpe), North Yorkshire, England","54.1216","-0.5421","call","//www.xeno-canto.org/410127/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/410127","C","05:49","2018-03-03"
"2402","410126","Parus","major","","Great Tit","david m","United Kingdom","Ryedale District (near  Helperthorpe), North Yorkshire, England","54.1216","-0.5421","song","//www.xeno-canto.org/410126/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/410126","C","05:43","2018-03-03"
"2403","410099","Parus","major","","Great Tit","Rafał Szczerbik","Poland","Gmina Dębica (near  Dębica), dębicki, Województwo podkarpackie","50.0345","21.4155","song","//www.xeno-canto.org/410099/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/410099","C","07:30","2018-04-06"
"2404","409410","Parus","major","","Great Tit","david m","United Kingdom","Ryedale District (near  Helperthorpe), North Yorkshire, England","54.1216","-0.5421","call","//www.xeno-canto.org/409410/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/409410","C","06:50","2018-03-02"
"2405","409409","Parus","major","","Great Tit","david m","United Kingdom","Ryedale District (near  Helperthorpe), North Yorkshire, England","54.1216","-0.5421","call","//www.xeno-canto.org/409409/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/409409","C","06:44","2018-03-02"
"2406","409408","Parus","major","","Great Tit","david m","United Kingdom","Ryedale District (near  Helperthorpe), North Yorkshire, England","54.1216","-0.5421","call","//www.xeno-canto.org/409408/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/409408","C","06:43","2018-03-02"
"2407","409407","Parus","major","","Great Tit","david m","United Kingdom","Ryedale District (near  Helperthorpe), North Yorkshire, England","54.1216","-0.5421","call","//www.xeno-canto.org/409407/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/409407","C","06:42","2018-03-02"
"2408","409227","Parus","major","","Great Tit","Katalin Kovács-Hajdu","Hungary","Balatonlelle, Fonyódi, Somogy County","46.7674","17.7361","song","//www.xeno-canto.org/409227/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/409227","C","13:30","2018-04-01"
"2409","409028","Parus","major","","Great Tit","Ruben","Netherlands","Vlaardingen, Vlaardingen, Zuid-Holland","51.9224","4.3124","call","//www.xeno-canto.org/409028/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/409028","C","18:37","2016-09-21"
"2410","408934","Parus","major","","Great Tit","david m","United Kingdom","Ryedale District (near  Helperthorpe), North Yorkshire, England","54.1216","-0.5421","call","//www.xeno-canto.org/408934/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/408934","C","06:17","2018-02-24"
"2411","408933","Parus","major","","Great Tit","david m","United Kingdom","Ryedale District (near  Helperthorpe), North Yorkshire, England","54.1216","-0.5421","call","//www.xeno-canto.org/408933/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/408933","C","06:14","2018-02-24"
"2412","408927","Parus","major","","Great Tit","david m","United Kingdom","Ryedale District (near  Helperthorpe), North Yorkshire, England","54.1216","-0.5421","call","//www.xeno-canto.org/408927/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/408927","C","06:05","2018-02-24"
"2413","408926","Parus","major","","Great Tit","david m","United Kingdom","Ryedale District (near  Helperthorpe), North Yorkshire, England","54.1216","-0.5421","call","//www.xeno-canto.org/408926/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/408926","C","06:02","2018-02-24"
"2414","408924","Parus","major","","Great Tit","david m","United Kingdom","Ryedale District (near  Helperthorpe), North Yorkshire, England","54.1216","-0.5421","call","//www.xeno-canto.org/408924/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/408924","C","05:57","2018-02-24"
"2415","408923","Parus","major","","Great Tit","david m","United Kingdom","Ryedale District (near  Helperthorpe), North Yorkshire, England","54.1216","-0.5421","call","//www.xeno-canto.org/408923/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/408923","C","05:55","2018-02-24"
"2416","408922","Parus","major","","Great Tit","david m","United Kingdom","Ryedale District (near  Helperthorpe), North Yorkshire, England","54.1216","-0.5421","call","//www.xeno-canto.org/408922/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/408922","C","05:52","2018-02-24"
"2417","408921","Parus","major","","Great Tit","david m","United Kingdom","Ryedale District (near  Helperthorpe), North Yorkshire, England","54.1216","-0.5421","call","//www.xeno-canto.org/408921/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/408921","C","05:47","2018-02-24"
"2418","408681","Parus","major","","Great Tit","david m","United Kingdom","Ryedale District (near  Helperthorpe), North Yorkshire, England","54.1216","-0.5421","call","//www.xeno-canto.org/408681/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/408681","C","05:49","2018-02-23"
"2419","408680","Parus","major","","Great Tit","david m","United Kingdom","Ryedale District (near  Helperthorpe), North Yorkshire, England","54.1216","-0.5421","call","//www.xeno-canto.org/408680/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/408680","C","05:48","2018-02-23"
"2420","408679","Parus","major","","Great Tit","david m","United Kingdom","Ryedale District (near  Helperthorpe), North Yorkshire, England","54.1216","-0.5421","call","//www.xeno-canto.org/408679/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/408679","C","05:46","2018-02-23"
"2421","408678","Parus","major","","Great Tit","david m","United Kingdom","Ryedale District (near  Helperthorpe), North Yorkshire, England","54.1216","-0.5421","call","//www.xeno-canto.org/408678/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/408678","C","06:25","2018-02-22"
"2422","408676","Parus","major","","Great Tit","david m","United Kingdom","Ryedale District (near  Helperthorpe), North Yorkshire, England","54.1216","-0.5421","call","//www.xeno-canto.org/408676/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/408676","C","06:22","2018-02-22"
"2423","408675","Parus","major","","Great Tit","david m","United Kingdom","Ryedale District (near  Helperthorpe), North Yorkshire, England","54.1216","-0.5421","call","//www.xeno-canto.org/408675/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/408675","C","06:21","2018-02-22"
"2424","408674","Parus","major","","Great Tit","david m","United Kingdom","Ryedale District (near  Helperthorpe), North Yorkshire, England","54.1216","-0.5421","call","//www.xeno-canto.org/408674/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/408674","C","06:19","2018-02-22"
"2425","408673","Parus","major","","Great Tit","david m","United Kingdom","Ryedale District (near  Helperthorpe), North Yorkshire, England","54.1216","-0.5421","call, song","//www.xeno-canto.org/408673/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/408673","C","06:12","2018-02-22"
"2426","408671","Parus","major","","Great Tit","david m","United Kingdom","Ryedale District (near  Helperthorpe), North Yorkshire, England","54.1216","-0.5421","call","//www.xeno-canto.org/408671/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/408671","C","06:07","2018-02-22"
"2427","408670","Parus","major","","Great Tit","david m","United Kingdom","Ryedale District (near  Helperthorpe), North Yorkshire, England","54.1216","-0.5421","call","//www.xeno-canto.org/408670/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/408670","C","06:03","2018-02-22"
"2428","408199","Parus","major","","Great Tit","david m","United Kingdom","Ryedale District (near  Helperthorpe), North Yorkshire, England","54.1216","-0.5421","call","//www.xeno-canto.org/408199/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/408199","C","05:46","2018-02-22"
"2429","408198","Parus","major","","Great Tit","david m","United Kingdom","Ryedale District (near  Helperthorpe), North Yorkshire, England","54.1216","-0.5421","song","//www.xeno-canto.org/408198/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/408198","C","05:47","2018-02-22"
"2430","408182","Parus","major","","Great Tit","david m","United Kingdom","Ryedale District (near  West Heslerton), North Yorkshire, England","54.134","-0.5516","call","//www.xeno-canto.org/408182/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/408182","C","07:32","2018-02-21"
"2431","408051","Parus","major","","Great Tit","Vincent Ollivier","France","Rosny-sous-Bois, Seine-Saint-Denis, Île-de-France","48.8696","2.4929","song","//www.xeno-canto.org/408051/download","//creativecommons.org/licenses/by-sa/4.0/","https://www.xeno-canto.org/408051","C","07:00","2018-03-30"
"2432","407925","Parus","major","","Great Tit","Nicholas Comparato","Spain","Área Metropolitalitana y Corredor del Henares (near  Madrid), Madrid, Comunidad de Madrid","40.4153","-3.6845","song","//www.xeno-canto.org/407925/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/407925","C","09:30","2018-03-18"
"2433","407576","Parus","major","","Great Tit","david m","United Kingdom","Ryedale District (near  Helperthorpe), North Yorkshire, England","54.1216","-0.5421","call","//www.xeno-canto.org/407576/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/407576","C","07:29","2018-02-20"
"2434","407575","Parus","major","","Great Tit","david m","United Kingdom","Ryedale District (near  Helperthorpe), North Yorkshire, England","54.1216","-0.5421","call","//www.xeno-canto.org/407575/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/407575","C","07:26","2018-02-20"
"2435","407574","Parus","major","","Great Tit","david m","United Kingdom","Ryedale District (near  Helperthorpe), North Yorkshire, England","54.1216","-0.5421","call","//www.xeno-canto.org/407574/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/407574","C","07:24","2018-02-20"
"2436","407571","Parus","major","","Great Tit","david m","United Kingdom","Ryedale District (near  Helperthorpe), North Yorkshire, England","54.1216","-0.5421","call","//www.xeno-canto.org/407571/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/407571","C","07:18","2018-02-20"
"2437","407568","Parus","major","","Great Tit","david m","United Kingdom","Ryedale District (near  Helperthorpe), North Yorkshire, England","54.1216","-0.5421","call","//www.xeno-canto.org/407568/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/407568","C","07:07","2018-02-20"
"2438","407564","Parus","major","","Great Tit","david m","United Kingdom","Ryedale District (near  West Lutton), North Yorkshire, England","54.1255","-0.5745","call","//www.xeno-canto.org/407564/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/407564","C","07:55","2018-02-18"
"2439","407554","Parus","major","","Great Tit","david m","United Kingdom","Ryedale District (near  Helperthorpe), North Yorkshire, England","54.1216","-0.5421","call","//www.xeno-canto.org/407554/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/407554","C","06:40","2018-02-18"
"2440","407413","Parus","major","","Great Tit","david m","United Kingdom","Ryedale District (near  Helperthorpe), North Yorkshire, England","54.1212","-0.5416","call","//www.xeno-canto.org/407413/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/407413","C","06:35","2018-02-18"
"2441","407412","Parus","major","","Great Tit","david m","United Kingdom","Ryedale District (near  Helperthorpe), North Yorkshire, England","54.1212","-0.5416","call","//www.xeno-canto.org/407412/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/407412","C","06:12","2018-02-18"
"2442","407411","Parus","major","","Great Tit","david m","United Kingdom","Ryedale District (near  Helperthorpe), North Yorkshire, England","54.1212","-0.5416","call","//www.xeno-canto.org/407411/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/407411","C","06:11","2018-02-18"
"2443","407409","Parus","major","","Great Tit","david m","United Kingdom","Ryedale District (near  Helperthorpe), North Yorkshire, England","54.1212","-0.5416","call","//www.xeno-canto.org/407409/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/407409","C","06:08","2018-02-18"
"2444","407408","Parus","major","","Great Tit","david m","United Kingdom","Ryedale District (near  Helperthorpe), North Yorkshire, England","54.1212","-0.5416","call","//www.xeno-canto.org/407408/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/407408","C","06:04","2018-02-18"
"2445","407407","Parus","major","","Great Tit","david m","United Kingdom","Ryedale District (near  Helperthorpe), North Yorkshire, England","54.1212","-0.5416","song","//www.xeno-canto.org/407407/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/407407","C","05:55","2018-02-18"
"2446","407020","Parus","major","","Great Tit","david m","United Kingdom","Ryedale District (near  Helperthorpe), North Yorkshire, England","54.1216","-0.5421","call","//www.xeno-canto.org/407020/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/407020","C","07:37","2018-02-17"
"2447","407019","Parus","major","","Great Tit","david m","United Kingdom","Ryedale District (near  Helperthorpe), North Yorkshire, England","54.1216","-0.5421","call","//www.xeno-canto.org/407019/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/407019","C","07:35","2018-02-17"
"2448","407018","Parus","major","","Great Tit","david m","United Kingdom","Ryedale District (near  Helperthorpe), North Yorkshire, England","54.1216","-0.5421","call","//www.xeno-canto.org/407018/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/407018","C","07:33","2018-02-17"
"2449","407016","Parus","major","","Great Tit","david m","United Kingdom","Ryedale District (near  Helperthorpe), North Yorkshire, England","54.1216","-0.5421","call","//www.xeno-canto.org/407016/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/407016","C","07:32","2018-02-17"
"2450","407015","Parus","major","","Great Tit","david m","United Kingdom","Ryedale District (near  Helperthorpe), North Yorkshire, England","54.1216","-0.5421","call","//www.xeno-canto.org/407015/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/407015","C","07:30","2018-02-17"
"2451","407014","Parus","major","","Great Tit","david m","United Kingdom","Ryedale District (near  Helperthorpe), North Yorkshire, England","54.1216","-0.5421","call","//www.xeno-canto.org/407014/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/407014","C","07:28","2018-02-17"
"2452","407013","Parus","major","","Great Tit","david m","United Kingdom","Ryedale District (near  Helperthorpe), North Yorkshire, England","54.1216","-0.5421","call","//www.xeno-canto.org/407013/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/407013","C","07:19","2018-02-17"
"2453","407012","Parus","major","","Great Tit","david m","United Kingdom","Ryedale District (near  Helperthorpe), North Yorkshire, England","54.1216","-0.5421","call","//www.xeno-canto.org/407012/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/407012","C","07:17","2018-02-17"
"2454","407010","Parus","major","","Great Tit","david m","United Kingdom","Ryedale District (near  Helperthorpe), North Yorkshire, England","54.1216","-0.5421","call","//www.xeno-canto.org/407010/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/407010","C","07:12","2018-02-17"
"2455","407008","Parus","major","","Great Tit","david m","United Kingdom","Ryedale District (near  Helperthorpe), North Yorkshire, England","54.1216","-0.5421","call","//www.xeno-canto.org/407008/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/407008","C","07:05","2018-02-17"
"2456","406916","Parus","major","","Great Tit","david m","United Kingdom","Ryedale District (near  Helperthorpe), North Yorkshire, England","54.1216","-0.5421","call","//www.xeno-canto.org/406916/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/406916","C","08:47","2018-02-13"
"2457","406915","Parus","major","","Great Tit","david m","United Kingdom","Ryedale District (near  Helperthorpe), North Yorkshire, England","54.1216","-0.5421","call","//www.xeno-canto.org/406915/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/406915","C","08:46","2018-02-13"
"2458","406914","Parus","major","","Great Tit","david m","United Kingdom","Ryedale District (near  Helperthorpe), North Yorkshire, England","54.1216","-0.5421","call","//www.xeno-canto.org/406914/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/406914","C","08:45","2018-02-13"
"2459","406913","Parus","major","","Great Tit","david m","United Kingdom","Ryedale District (near  Helperthorpe), North Yorkshire, England","54.1216","-0.5421","call","//www.xeno-canto.org/406913/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/406913","C","08:43","2018-02-13"
"2460","406912","Parus","major","","Great Tit","david m","United Kingdom","Ryedale District (near  Helperthorpe), North Yorkshire, England","54.1216","-0.5421","call","//www.xeno-canto.org/406912/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/406912","C","08:43","2018-02-13"
"2461","406571","Parus","major","","Great Tit","Jordi Calvet","Spain","El Baix Llobregat (near  Abrera), Barcelona, Catalunya","41.5107","1.9366","call","//www.xeno-canto.org/406571/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/406571","C","10:00","2018-03-04"
"2462","406212","Parus","major","","Great Tit","Markku Miettinen","Finland","Suomi",NA,NA,"song","//www.xeno-canto.org/406212/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/406212","C","08:30","2018-03-17"
"2463","406035","Parus","major","","Great Tit","david m","United Kingdom","Ryedale District (near  Helperthorpe), North Yorkshire, England","54.1216","-0.5421","call","//www.xeno-canto.org/406035/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/406035","C","07:33","2018-01-30"
"2464","406034","Parus","major","","Great Tit","david m","United Kingdom","Ryedale District (near  Helperthorpe), North Yorkshire, England","54.1216","-0.5421","call","//www.xeno-canto.org/406034/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/406034","C","07:26","2018-01-30"
"2465","406029","Parus","major","","Great Tit","david m","United Kingdom","Ryedale District (near  Helperthorpe), North Yorkshire, England","54.1216","-0.5421","call","//www.xeno-canto.org/406029/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/406029","C","08:48","2018-01-28"
"2466","406028","Parus","major","","Great Tit","david m","United Kingdom","Ryedale District (near  Helperthorpe), North Yorkshire, England","54.1216","-0.5421","call","//www.xeno-canto.org/406028/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/406028","C","08:00","2018-01-28"
"2467","406027","Parus","major","","Great Tit","david m","United Kingdom","Ryedale District (near  Helperthorpe), North Yorkshire, England","54.1216","-0.5421","call","//www.xeno-canto.org/406027/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/406027","C","07:58","2018-01-28"
"2468","406026","Parus","major","","Great Tit","david m","United Kingdom","Ryedale District (near  Helperthorpe), North Yorkshire, England","54.1216","-0.5421","call","//www.xeno-canto.org/406026/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/406026","C","07:56","2018-01-28"
"2469","406025","Parus","major","","Great Tit","david m","United Kingdom","Ryedale District (near  Helperthorpe), North Yorkshire, England","54.1216","-0.5421","call","//www.xeno-canto.org/406025/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/406025","C","07:54","2018-01-28"
"2470","406024","Parus","major","","Great Tit","david m","United Kingdom","Ryedale District (near  Helperthorpe), North Yorkshire, England","54.1216","-0.5421","call","//www.xeno-canto.org/406024/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/406024","C","07:52","2018-01-28"
"2471","405972","Parus","major","","Great Tit","Markku Miettinen","Finland","Suomi",NA,NA,"song","//www.xeno-canto.org/405972/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/405972","C","10:30","2018-03-11"
"2472","405650","Parus","major","","Great Tit","Huw Lloyd","United Kingdom","Bagmere Nature Reserve, Cheshire","53.1755","-2.3069","song","//www.xeno-canto.org/405650/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/405650","C","16:30","2018-02-22"
"2473","405634","Parus","major","","Great Tit","david m","United Kingdom","Ryedale District (near  Helperthorpe), North Yorkshire, England","54.1216","-0.5421","call","//www.xeno-canto.org/405634/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/405634","C","07:45","2018-01-23"
"2474","405625","Parus","major","","Great Tit","david m","United Kingdom","Ryedale District (near  Helperthorpe), North Yorkshire, England","54.1216","-0.5421","call","//www.xeno-canto.org/405625/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/405625","C","07:45","2018-01-22"
"2475","405624","Parus","major","","Great Tit","david m","United Kingdom","Ryedale District (near  Helperthorpe), North Yorkshire, England","54.1216","-0.5421","call","//www.xeno-canto.org/405624/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/405624","C","07:43","2018-01-22"
"2476","405062","Parus","major","","Great Tit","david m","United Kingdom","Ryedale District (near  Helperthorpe), North Yorkshire, England","54.1216","-0.5421","call, male","//www.xeno-canto.org/405062/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/405062","C","08:25","2018-01-19"
"2477","405059","Parus","major","","Great Tit","david m","United Kingdom","Ryedale District (near  Helperthorpe), North Yorkshire, England","54.1216","-0.5421","call","//www.xeno-canto.org/405059/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/405059","C","08:04","2018-01-17"
"2478","405058","Parus","major","","Great Tit","david m","United Kingdom","Ryedale District (near  Helperthorpe), North Yorkshire, England","54.1216","-0.5421","call","//www.xeno-canto.org/405058/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/405058","C","08:03","2018-01-17"
"2479","405057","Parus","major","","Great Tit","david m","United Kingdom","Ryedale District (near  Helperthorpe), North Yorkshire, England","54.1216","-0.5421","call","//www.xeno-canto.org/405057/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/405057","C","08:01","2018-01-17"
"2480","405056","Parus","major","","Great Tit","david m","United Kingdom","Ryedale District (near  Helperthorpe), North Yorkshire, England","54.1216","-0.5421","call","//www.xeno-canto.org/405056/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/405056","C","07:57","2018-01-17"
